"","year","cowcode","seriousattempt","success","perexitregularNC201","npolity2dummy","npolity2dummy11","absnpolity2dummy11","lautoc","successlautoc","successldemoc","weapondum2","weapondum3","weapondum4","weapondum5","weapondum6","numserdum2","numserdum3","numserdum4"
"7914",1964,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7915",1965,"NIR",1,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7916",1966,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7917",1967,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7918",1968,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7919",1969,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7920",1970,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7921",1971,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7922",1972,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7923",1973,"NIR",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7924",1974,"NIR",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7925",1975,"NIR",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7926",1976,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7927",1977,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7928",1978,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7929",1979,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7930",1980,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7931",1981,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7932",1982,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7933",1983,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7934",1984,"NIR",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7935",1985,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7936",1986,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7937",1987,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7938",1988,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7939",1989,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7940",1990,"NIR",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"7941",1991,"NIR",0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"7942",1992,"NIR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7943",1993,"NIR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7944",1994,"NIR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7945",1995,"NIR",0,0,NA,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
"7946",1996,"NIR",0,0,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0
"7947",1997,"NIR",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"7948",1998,"NIR",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"7949",1999,"NIR",1,1,NA,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"7950",2000,"NIR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7951",2001,"NIR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7952",2002,"NIR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7953",2003,"NIR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7954",2004,"NIR",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"7955",1905,"NOR",0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7956",1906,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7957",1907,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7958",1908,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7959",1909,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7960",1910,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7961",1911,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7962",1912,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7963",1913,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7964",1914,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7965",1915,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7966",1916,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7967",1917,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7968",1918,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7969",1919,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7970",1920,"NOR",0,0,0.909090936183929,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7971",1921,"NOR",0,0,0.899999976158142,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7972",1922,"NOR",0,0,0.888888895511627,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7973",1923,"NOR",0,0,0.888888895511627,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7974",1924,"NOR",0,0,0.875,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7975",1925,"NOR",0,0,0.777777791023254,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7976",1926,"NOR",0,0,0.777777791023254,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7977",1927,"NOR",0,0,0.714285731315613,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7978",1928,"NOR",0,0,0.714285731315613,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7979",1929,"NOR",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7980",1930,"NOR",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7981",1931,"NOR",0,0,0.714285731315613,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7982",1932,"NOR",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7983",1933,"NOR",0,0,0.600000023841858,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7984",1934,"NOR",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7985",1935,"NOR",0,0,0.600000023841858,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7986",1936,"NOR",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7987",1937,"NOR",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7988",1938,"NOR",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7989",1939,"NOR",0,0,0.75,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"7990",1940,"NOR",1,0,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0
"7991",1941,"NOR",0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7992",1942,"NOR",0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7993",1943,"NOR",0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7994",1944,"NOR",0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7995",1945,"NOR",0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"7996",1946,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7997",1947,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7998",1948,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"7999",1949,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8000",1950,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8001",1951,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8002",1952,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8003",1953,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8004",1954,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8005",1955,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8006",1956,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8007",1957,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8008",1958,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8009",1959,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8010",1960,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8011",1961,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8012",1962,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8013",1963,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8014",1964,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8015",1965,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8016",1966,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8017",1967,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8018",1968,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8019",1969,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8020",1970,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8021",1971,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8022",1972,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8023",1973,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8024",1974,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8025",1975,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8026",1976,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8027",1977,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8028",1978,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8029",1979,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8030",1980,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8031",1981,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8032",1982,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8033",1983,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8034",1984,"NOR",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8035",1985,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8036",1986,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8037",1987,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8038",1988,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8039",1989,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8040",1990,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8041",1991,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8042",1992,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8043",1993,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8044",1994,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8045",1995,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8046",1996,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8047",1997,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8048",1998,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8049",1999,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8050",2000,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8051",2001,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8052",2002,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8053",2003,"NOR",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8054",2004,"NOR",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"8055",1875,"NTH",0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"8056",1876,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8057",1877,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8058",1878,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8059",1879,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8060",1880,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8061",1881,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8062",1882,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8063",1883,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8064",1884,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8065",1885,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8066",1886,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8067",1887,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8068",1888,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8069",1889,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8070",1890,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8071",1891,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8072",1892,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8073",1893,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8074",1894,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8075",1895,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8076",1896,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8077",1897,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8078",1898,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8079",1899,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8080",1900,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8081",1901,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8082",1902,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8083",1903,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8084",1904,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8085",1905,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8086",1906,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8087",1907,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8088",1908,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8089",1909,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8090",1910,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8091",1911,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8092",1912,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8093",1913,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8094",1914,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8095",1915,"NTH",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"8096",1916,"NTH",0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"8097",1917,"NTH",0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"8098",1918,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8099",1919,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8100",1920,"NTH",0,0,0.800000011920929,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8101",1921,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8102",1922,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8103",1923,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8104",1924,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8105",1925,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8106",1926,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8107",1927,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8108",1928,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8109",1929,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8110",1930,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8111",1931,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8112",1932,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8113",1933,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8114",1934,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8115",1935,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8116",1936,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8117",1937,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8118",1938,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8119",1939,"NTH",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"8120",1940,"NTH",0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"8121",1945,"NTH",0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"8122",1946,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8123",1947,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8124",1948,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8125",1949,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8126",1950,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8127",1951,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8128",1952,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8129",1953,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8130",1954,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8131",1955,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8132",1956,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8133",1957,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8134",1958,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8135",1959,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8136",1960,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8137",1961,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8138",1962,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8139",1963,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8140",1964,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8141",1965,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8142",1966,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8143",1967,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8144",1968,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8145",1969,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8146",1970,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8147",1971,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8148",1972,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8149",1973,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8150",1974,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8151",1975,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8152",1976,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8153",1977,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8154",1978,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8155",1979,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8156",1980,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8157",1981,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8158",1982,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8159",1983,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8160",1984,"NTH",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8161",1985,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8162",1986,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8163",1987,"NTH",0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"8164",1988,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8165",1989,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8166",1990,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8167",1991,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8168",1992,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8169",1993,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8170",1994,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8171",1995,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8172",1996,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8173",1997,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8174",1998,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8175",1999,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8176",2000,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8177",2001,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8178",2002,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8179",2003,"NTH",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8180",2004,"NTH",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"8181",1875,"OFS",0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"8182",1876,"OFS",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8183",1877,"OFS",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8184",1878,"OFS",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8185",1879,"OFS",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8186",1880,"OFS",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8187",1881,"OFS",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8188",1882,"OFS",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8189",1883,"OFS",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8190",1884,"OFS",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8191",1885,"OFS",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8192",1886,"OFS",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8193",1887,"OFS",0,0,0.833333313465118,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8194",1888,"OFS",0,0,0.833333313465118,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8195",1889,"OFS",0,0,0.800000011920929,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8196",1890,"OFS",0,0,0.833333313465118,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8197",1891,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8198",1892,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8199",1893,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8200",1894,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8201",1895,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8202",1896,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8203",1897,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8204",1898,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8205",1899,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8206",1900,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8207",1901,"OFS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
